playerID,playerName,team,position,opponent,last_week,rec_tgt_base,rush_att_base,off_snp_base,ease_base
4574,Cooper Rush,BAL,QB,LAR,6,,1.0,37.3,0.9
4663,Austin Ekeler,WAS,RB,GB,2,3.5,7.0,34.5,1.1
4718,Dare Ogunbowale,HOU,RB,DEN,9,1.3,1.5,14.0,0.9
4866,Saquon Barkley,PHI,RB,NYG,8,3.0,14.7,40.0,1.2
4881,Lamar Jackson,BAL,QB,MIA,9,,6.0,50.3,1.0
4892,Baker Mayfield,TB,QB,NO,8,,3.0,59.0,1.1
4943,Sam Darnold,SEA,QB,WAS,9,,3.5,58.3,1.1
4950,Christian Kirk,HOU,WR,DEN,9,5.3,,39.3,1.0
4972,Mason Rudolph,PIT,QB,SEA,2,,,3.0,1.0
4981,Calvin Ridley,TEN,WR,LV,6,4.7,,25.7,1.0
4983,DJ Moore,CHI,WR,CIN,9,6.0,1.3,60.3,1.1
4984,Josh Allen,BUF,QB,KC,9,,5.0,58.3,0.9
4988,Nick Chubb,HOU,RB,DEN,9,2.5,11.0,26.7,1.0
4993,Mike Gesicki,CIN,TE,DET,5,3.0,,25.0,1.1
4995,Ian Thomas,LV,TE,JAX,9,1.7,,22.3,1.1
5001,Dalton Schultz,HOU,TE,DEN,9,7.0,,54.7,1.2
5010,Will Dissly,LAC,TE,MIA,6,1.3,,28.7,1.1
5012,Mark Andrews,BAL,TE,MIA,9,4.0,2.5,42.0,1.2
5022,Dallas Goedert,PHI,TE,NYG,8,5.7,,45.7,1.0
5045,Courtland Sutton,DEN,WR,HOU,9,7.3,,62.3,1.1
5086,Marquez Valdes-Scantling,PIT,WR,CLE,6,2.3,,35.0,1.2
5096,Ray-Ray McCloud,NYG,WR,SF,9,2.7,,40.3,0.9
5113,Cedrick Wilson,MIA,WR,BAL,9,1.0,,18.0,1.0
5121,Braxton Berrios,HOU,WR,SF,8,4.0,,29.5,1.0
5127,Kyle Allen,DET,QB,CLE,4,,2.0,4.0,1.0
5133,Tyler Conklin,LAC,TE,WAS,5,2.0,1.0,20.0,1.0
5154,Trent Sherfield,DEN,WR,PHI,5,1.3,,21.3,1.0
5185,Allen Lazard,NYJ,WR,CIN,8,2.3,,39.0,1.1
5347,Nyheim Hines,,RB,,8,,2.0,,
5374,Justin Watson,HOU,WR,TB,2,2.0,,27.5,1.1
5409,Tanner Hudson,CIN,TE,CHI,9,3.0,,12.7,1.2
5773,KhaDarel Hodge,ATL,WR,MIA,8,8.0,,33.0,0.9
5844,T.J. Hockenson,MIN,TE,DET,9,5.0,,48.3,0.9
5846,DK Metcalf,PIT,WR,IND,9,5.3,,55.3,1.1
5848,Marquise Brown,KC,WR,BUF,9,4.0,,28.7,1.1
5849,Kyler Murray,ARI,QB,TEN,5,,5.0,66.0,1.0
5850,Josh Jacobs,GB,RB,CAR,9,3.0,14.3,34.3,0.9
5854,Drew Lock,SEA,QB,NO,3,,1.0,18.0,1.0
5857,Noah Fant,CIN,TE,CHI,9,3.3,,37.0,1.2
5859,A.J. Brown,PHI,WR,MIN,7,7.7,,52.7,0.9
5870,Daniel Jones,IND,QB,PIT,9,,3.0,61.7,1.0
5872,Deebo Samuel,WAS,WR,SEA,9,5.7,1.0,43.3,1.0
5892,David Montgomery,DET,RB,MIN,9,3.0,9.3,23.7,0.9
5906,Dawson Knox,BUF,TE,KC,9,1.3,,35.0,0.9
5927,Terry McLaurin,WAS,WR,KC,8,5.7,,41.0,1.0
5938,Lil'Jordan Humphrey,NYG,WR,PHI,6,8.0,,53.0,0.9
5947,Jakobi Meyers,JAX,WR,LV,9,5.3,,57.3,1.0
5955,Hunter Renfrow,CAR,WR,DAL,6,2.3,,27.3,1.2
5967,Tony Pollard,TEN,RB,LAC,9,3.3,9.0,30.7,1.0
5970,Greg Dortch,ARI,WR,DAL,9,2.5,1.0,17.7,1.2
5973,Josh Oliver,MIN,TE,PHI,7,1.7,,27.3,1.1
5985,Foster Moreau,NO,TE,NE,6,1.0,,20.0,1.3
5995,Justice Hill,BAL,RB,MIA,9,4.0,2.7,21.7,1.0
6001,Drew Sample,CIN,TE,GB,6,2.0,,29.0,1.1
6011,Gardner Minshew,KC,QB,LV,7,,2.5,11.0,1.0
6039,Ty Johnson,BUF,RB,KC,9,2.0,2.3,19.0,0.9
6111,Jake Browning,CIN,QB,DET,5,,2.7,54.3,1.0
6130,Devin Singletary,NYG,RB,SF,9,1.5,4.0,14.3,1.0
6136,Jarrett Stidham,DEN,QB,DAL,8,,1.0,4.0,1.4
6149,Darius Slayton,NYG,WR,SF,9,6.0,,48.0,1.0
6151,Miles Sanders,DAL,RB,GB,4,2.3,5.3,18.0,1.1
6154,David Sills,ATL,WR,MIA,8,2.5,,35.0,0.9
6271,Olamide Zaccheaus,CHI,WR,CIN,9,6.0,1.0,41.7,1.1
6290,Scotty Miller,PIT,WR,CIN,7,1.0,,8.0,1.1
6323,Andrew Beck,NYJ,RB,CIN,8,1.3,,7.0,1.2
6386,Alex Bachman,LV,WR,IND,5,1.0,,8.0,1.2
6427,Ashton Dulin,IND,WR,TEN,8,2.3,1.0,24.0,1.0
6659,Craig Reynolds,DET,RB,CHI,2,,3.0,3.0,1.2
6699,Gunner Olszewski,NYG,WR,SF,9,1.0,,4.0,1.0
6768,Tua Tagovailoa,MIA,QB,BAL,9,,2.0,57.3,1.0
6770,Joe Burrow,CIN,QB,JAX,2,,2.0,36.5,1.2
6783,Jerry Jeudy,CLE,WR,MIA,7,7.3,,58.3,1.1
6786,CeeDee Lamb,DAL,WR,ARI,9,10.0,1.0,54.7,0.9
6790,D'Andre Swift,CHI,RB,BAL,8,2.0,14.7,34.7,1.1
6794,Justin Jefferson,MIN,WR,DET,9,10.0,,56.7,0.9
6797,Justin Herbert,LAC,QB,TEN,9,,7.3,71.3,1.0
6801,Tee Higgins,CIN,WR,CHI,9,7.0,,58.0,1.2
6804,Jordan Love,GB,QB,CAR,9,,2.0,61.7,1.0
6806,J.K. Dobbins,DEN,RB,HOU,9,1.3,14.7,34.0,1.2
6813,Jonathan Taylor,IND,RB,PIT,9,2.3,14.0,51.3,1.1
6819,Michael Pittman,IND,WR,PIT,9,10.0,,54.3,1.1
6820,Clyde Edwards-Helaire,KC,RB,BUF,9,,2.0,2.0,1.1
6826,Cole Kmet,CHI,TE,CIN,9,1.7,,27.3,1.3
6828,A.J. Dillon,PHI,RB,NYG,6,2.0,2.0,8.3,1.1
6843,Albert Okwuegbunam,LV,TE,IND,5,6.0,,31.0,1.3
6847,Devin Duvernay,CHI,WR,BAL,8,3.0,,10.0,1.2
6850,Harrison Bryant,HOU,TE,DEN,9,2.0,,19.5,1.0
6853,Van Jefferson,TEN,WR,LAC,9,5.3,,46.7,1.1
6865,Colby Parkinson,LAR,TE,NO,9,2.3,,33.0,1.2
6869,Adam Trautman,DEN,TE,HOU,9,2.0,,39.7,1.1
6904,Jalen Hurts,PHI,QB,NYG,8,,5.0,54.0,1.1
6938,Cam Akers,MIN,RB,CLE,5,1.0,5.0,4.0,1.1
6945,Antonio Gibson,NE,RB,BUF,5,1.0,6.3,12.3,1.0
6960,Tyler Johnson,NYJ,WR,CIN,8,3.7,,39.7,1.0
7002,Juwan Johnson,NO,TE,LAR,9,6.3,,41.3,1.1
7021,Rico Dowdle,CAR,RB,GB,9,2.5,16.7,32.3,1.0
7039,Cody White,SEA,WR,WAS,9,2.0,,36.0,1.0
7049,Jauan Jennings,SF,WR,NYG,9,6.3,,50.0,0.9
7075,Charlie Woerner,ATL,TE,CAR,3,1.0,,14.0,1.2
7083,Tyler Huntley,BAL,QB,CHI,8,,5.5,43.5,1.1
7090,Darnell Mooney,ATL,WR,NE,9,3.7,,51.7,1.0
7496,Nick Westbrook-Ikhine,MIA,WR,BAL,9,3.7,,44.0,1.1
7523,Trevor Lawrence,JAX,QB,LV,9,,4.7,77.7,1.0
7525,DeVonta Smith,PHI,WR,NYG,8,8.3,,50.7,1.0
7526,Jaylen Waddle,MIA,WR,BAL,9,6.3,,49.7,1.1
7527,Mac Jones,SF,QB,NYG,9,,3.7,60.0,0.9
7528,Najee Harris,LAC,RB,DEN,3,1.5,5.0,14.3,1.0
7531,Feleipe Franks,ATL,TE,BUF,6,,1.0,3.0,0.6
7535,Hunter Long,JAX,TE,LV,9,3.0,,53.3,1.1
7537,Jaret Patterson,LAC,RB,TEN,9,,10.0,16.5,1.1
7538,Zach Wilson,MIA,QB,IND,1,,1.0,9.0,1.1
7543,Travis Etienne,JAX,RB,LV,9,4.3,14.0,45.0,0.9
7547,Amon-Ra St. Brown,DET,WR,MIN,9,11.0,1.0,57.0,1.0
7553,Kyle Pitts,ATL,TE,NE,9,8.7,,50.7,1.3
7562,Tutu Atwell,LAR,WR,SF,5,2.3,,30.3,1.0
7564,Ja'Marr Chase,CIN,WR,CHI,9,16.7,,66.7,1.2
7567,Kenneth Gainwell,PIT,RB,IND,9,3.0,3.7,23.0,1.1
7569,Nico Collins,HOU,WR,DEN,9,8.7,1.0,45.7,1.0
7571,Rashod Bateman,BAL,WR,MIA,9,3.0,,44.3,1.1
7585,Davis Mills,HOU,QB,DEN,9,,2.5,32.0,0.9
7587,Dyami Brown,JAX,WR,LV,9,5.3,1.0,40.0,1.0
7588,Javonte Williams,DAL,RB,ARI,9,2.3,15.7,52.3,0.9
7591,Justin Fields,NYJ,QB,CIN,8,,7.3,52.3,1.0
7594,Chuba Hubbard,CAR,RB,GB,9,1.7,10.3,28.7,1.0
7595,Tylan Wallace,BAL,WR,CHI,8,1.7,,18.3,1.1
7596,Elijah Moore,BUF,WR,KC,9,2.7,1.0,20.0,0.9
7600,Pat Freiermuth,PIT,TE,IND,9,4.7,,31.0,1.4
7602,Kylen Granson,PHI,TE,KC,2,1.0,,25.5,1.0
7607,Michael Carter,ARI,RB,GB,7,4.0,11.3,33.0,1.0
7610,Trey Lance,LAC,QB,WAS,5,,1.0,6.0,1.2
7611,Rhamondre Stevenson,NE,RB,CLE,8,1.7,15.0,48.3,1.0
7612,Dee Eskridge,MIA,WR,CLE,7,1.7,,11.3,1.2
7670,Joshua Palmer,BUF,WR,ATL,6,2.3,,18.7,1.0
7694,Tommy Tremble,CAR,TE,BUF,8,2.0,,41.3,1.0
7716,John Bates,WAS,TE,SEA,9,2.3,,30.0,1.1
7757,Ben Skowronek,PIT,WR,GB,8,1.0,,10.5,1.0
7828,Noah Gray,KC,TE,WAS,8,2.3,,44.7,1.1
7842,Luke Farrell,SF,TE,NYG,9,1.3,,27.0,0.9
7891,Brock Wright,DET,TE,MIN,9,2.3,,39.0,1.3
7946,Jack Stoll,NO,TE,BUF,4,2.0,,23.5,0.9
8013,Tim Jones,JAX,WR,LV,9,1.0,,15.0,1.1
8076,Michael Bandy,DEN,WR,HOU,9,1.0,,6.0,0.8
8110,Jake Ferguson,DAL,TE,ARI,9,5.7,,47.0,1.2
8111,Cade Otton,TB,TE,NO,8,6.7,,58.7,1.1
8112,Drake London,ATL,WR,NE,9,13.3,,62.3,1.1
8117,Jalen Tolbert,DAL,WR,DEN,8,1.7,,32.3,0.9
8119,Jahan Dotson,PHI,WR,NYG,8,2.3,,43.0,1.0
8121,Romeo Doubs,GB,WR,CAR,9,8.0,,53.7,1.1
8122,Zonovan Knight,ARI,RB,DAL,9,2.7,11.3,36.3,1.0
8123,Hassan Haskins,LAC,RB,IND,7,1.3,4.0,19.7,1.1
8125,Calvin Austin,PIT,WR,IND,9,4.7,,37.0,1.1
8126,Wan'Dale Robinson,NYG,WR,SF,9,9.0,,59.3,0.9
8127,Charlie Kolar,BAL,TE,MIA,9,1.3,,23.7,1.1
8129,Dameon Pierce,HOU,RB,BAL,5,1.0,5.0,11.5,0.9
8130,Trey McBride,ARI,TE,DAL,9,11.0,,63.7,1.2
8131,Isaiah Likely,BAL,TE,MIA,9,2.7,,44.0,1.2
8132,Tyler Allgeier,ATL,RB,NE,9,2.0,3.3,17.3,1.1
8134,Khalil Shakir,BUF,WR,KC,9,6.7,,34.7,0.8
8135,Treylon Burks,WAS,WR,SEA,9,1.0,,33.0,1.0
8136,Rachaad White,TB,RB,NO,8,3.7,13.3,45.0,1.0
8137,George Pickens,DAL,WR,ARI,9,8.0,,58.7,0.9
8138,James Cook,BUF,RB,KC,9,1.0,21.0,36.0,0.9
8139,Zamir White,LV,RB,WAS,3,2.5,3.3,16.3,1.0
8142,Alec Pierce,IND,WR,PIT,9,9.3,,55.3,1.1
8143,Jerome Ford,CLE,RB,NE,8,3.3,1.5,19.7,1.0
8144,Chris Olave,NO,WR,LAR,9,7.7,1.0,50.0,1.2
8145,Jeremy Ruckert,NYJ,TE,CIN,8,2.0,,30.0,1.4
8146,Garrett Wilson,NYJ,WR,DEN,6,8.7,,62.3,1.0
8147,John Metchie,NYJ,WR,MIA,4,1.3,,4.7,1.0
8148,Jameson Williams,DET,WR,MIN,9,4.7,1.0,51.7,1.0
8150,Kyren Williams,LAR,RB,NO,9,2.5,16.7,45.7,1.0
8151,Kenneth Walker,SEA,RB,WAS,9,1.5,12.7,26.7,0.9
8154,Brian Robinson,SF,RB,NYG,9,3.0,7.0,10.3,1.1
8155,Breece Hall,NYJ,RB,CIN,8,3.0,17.0,38.3,1.1
8160,Kenny Pickett,LV,QB,KC,7,,1.0,5.0,0.9
8167,Christian Watson,GB,WR,CAR,9,4.0,,39.5,1.1
8168,Skyy Moore,SF,WR,NYG,9,1.0,1.0,6.3,1.0
8170,James Mitchell,CAR,TE,MIA,5,1.5,,15.0,1.3
8172,Greg Dulcich,MIA,TE,BAL,9,5.0,,23.0,0.9
8177,Grant Calcaterra,PHI,TE,DEN,5,2.0,,29.3,1.1
8180,Jalen Nailor,MIN,WR,DET,9,4.0,1.0,38.7,1.1
8181,Connor Heyward,PIT,TE,IND,9,1.0,1.0,8.7,1.2
8183,Brock Purdy,SF,QB,JAX,4,,3.5,71.0,1.2
8188,Tyquan Thornton,KC,WR,LV,7,3.0,,27.0,1.1
8204,Bo Melton,GB,WR,CIN,6,,1.0,1.0,1.1
8205,Isiah Pacheco,KC,RB,WAS,8,2.5,13.0,44.7,1.0
8207,Tyler Goodson,IND,RB,PIT,9,1.5,2.0,6.3,0.9
8208,Tyler Badie,DEN,RB,HOU,9,2.5,1.0,15.3,1.2
8210,Chig Okonkwo,TEN,TE,LAC,9,4.3,,37.0,1.1
8225,Daniel Bellinger,NYG,TE,PHI,8,3.0,,37.0,1.0
8228,Jaylen Warren,PIT,RB,IND,9,3.3,15.0,37.0,1.1
8249,Lucas Krull,DEN,TE,LAC,3,2.0,,22.0,0.9
8250,Tay Martin,,WR,,5,1.0,,11.5,
8254,Julius Chestnut,TEN,RB,IND,8,1.0,1.7,3.7,1.0
827,Tyrod Taylor,NYJ,QB,CAR,7,,4.7,40.0,0.9
829,Andy Dalton,CAR,QB,BUF,8,,2.0,32.0,1.1
8408,Jordan Mason,MIN,RB,DET,9,1.0,9.7,35.7,1.0
8423,Brittain Brown,CHI,RB,CIN,9,1.0,5.0,14.0,1.6
8500,John FitzPatrick,GB,TE,PIT,8,1.3,,17.7,1.2
8527,Dareke Young,SEA,WR,TB,5,1.0,,10.0,1.1
8676,Rashid Shaheed,SEA,WR,WAS,9,10.0,,44.3,0.9
8698,Jake Tonges,SF,TE,HOU,8,6.3,,41.7,0.9
8799,Zaire Mitchell-Paden,NO,TE,NYG,5,1.0,,12.0,1.0
8800,Malik Davis,DAL,RB,ARI,9,,1.5,4.0,0.9
8849,Tanner Conner,MIA,TE,ATL,8,2.0,,17.3,0.9
8885,Tucker Fisk,LAC,TE,TEN,9,1.0,,31.0,0.8
8917,KaVontae Turpin,DAL,WR,ARI,9,3.0,1.0,21.0,0.9
9221,Jahmyr Gibbs,DET,RB,MIN,9,2.7,14.3,39.0,0.9
9224,Chase Brown,CIN,RB,CHI,9,7.0,11.3,48.3,1.1
9225,Tank Bigsby,PHI,RB,NYG,8,1.0,5.0,11.3,1.2
9226,De'Von Achane,MIA,RB,BAL,9,7.3,15.0,45.3,1.0
9228,Bryce Young,CAR,QB,GB,9,,2.3,58.0,1.1
9229,Anthony Richardson,IND,QB,LV,5,1.0,4.0,7.0,0.9
9230,Tanner McKee,PHI,QB,NYG,8,,3.0,4.0,1.1
9479,Darnell Washington,PIT,TE,IND,9,5.3,,41.3,1.3
9480,Brenton Strange,JAX,TE,KC,5,5.0,,43.3,0.9
9481,Luke Musgrave,GB,TE,CAR,9,2.0,,21.0,1.4
9482,Michael Mayer,LV,TE,JAX,9,5.3,,47.3,1.0
9484,Tucker Kraft,GB,TE,CAR,9,7.3,,47.0,1.2
9486,Dontayvion Wicks,GB,WR,ARI,7,2.7,,33.3,1.2
9487,Parker Washington,JAX,WR,LV,9,7.7,3.0,54.3,1.0
9488,Jaxon Smith-Njigba,SEA,WR,WAS,9,12.0,1.0,47.3,0.9
9493,Puka Nacua,LAR,WR,NO,9,7.7,1.0,43.0,1.1
9494,Marvin Mims,DEN,WR,DAL,8,3.7,1.7,27.7,1.2
9497,Jalin Hyatt,NYG,WR,PHI,6,5.0,,29.0,0.9
9500,Josh Downs,IND,WR,PIT,9,6.3,,38.7,1.1
9501,DeMario Douglas,NE,WR,ATL,9,3.3,2.0,15.0,1.0
9504,Kayshon Boutte,NE,WR,CLE,8,4.0,,46.3,1.1
9506,Sean Tucker,TB,RB,NO,8,1.0,6.3,13.0,1.0
9508,Tyjae Spears,TEN,RB,LAC,9,3.3,7.0,27.0,1.0
9509,Bijan Robinson,ATL,RB,NE,9,7.0,11.7,47.0,1.1
9511,Keaton Mitchell,BAL,RB,MIA,9,1.0,3.7,7.0,1.1
96,Aaron Rodgers,PIT,QB,IND,9,,1.5,60.7,1.1
9753,Zach Charbonnet,SEA,RB,WAS,9,1.3,10.7,29.3,0.9
9754,Quentin Johnston,LAC,WR,TEN,9,5.3,1.0,55.7,1.1
9756,Jordan Addison,MIN,WR,DET,9,6.7,1.0,54.3,0.9
9757,Kendre Miller,NO,RB,CHI,7,1.0,6.3,16.7,1.2
9758,C.J. Stroud,HOU,QB,DEN,9,,3.7,59.7,1.0
9997,Zay Flowers,BAL,WR,MIA,9,8.0,1.0,58.7,1.1
